,id,Director,Leading_Actor,Supporting_Lead,Supporting_Actor
2947,30973,Philip Saville,Christopher Plummer,Henry Ian Cusick,Stuart Bunce
2948,11109,Mike Leigh,Imelda Staunton,Sally Hawkins,Richard Graham
2949,9027,Daisy von Scherler Mayer,Jimi Mistry,Heather Graham,Marisa Tomei
2950,63020,Mira Nair,Marisa Tomei,Alfred Molina,Anjelica Huston
2951,86829,Joel Coen,Oscar Isaac,Carey Mulligan,Justin Timberlake
2952,11065,Tim Blake Nelson,Mekhi Phifer,Josh Hartnett,Andrew Keegan
2953,13888,William A. Graham,Milla Jovovich,Brian Krause,Lisa Pelikan
2954,42345,Martin Ritt,Sean Connery,Samantha Eggar,Richard Harris
2955,13994,John Turturro,James Gandolfini,Susan Sarandon,Kate Winslet
2956,1590,Agnieszka Holland,Ed Harris,Diane Kruger,Matthew Goode
2957,62728,Rowan Joffe,Andy Serkis,Helen Mirren,John Hurt
2958,11917,David Hackl,Tobin Bell,Costas Mandylor,Scott Patterson
2959,45138,Giuliano Montaldo,John Cassavetes,Britt Ekland,Peter Falk
2960,80271,Lisa Azuelos,Miley Cyrus,Demi Moore,Douglas Booth
2961,4657,Ray Lawrence,Laura Linney,Gabriel Byrne,Deborra-Lee Furness
2962,14395,Karan Johar,Shah Rukh Khan,Rani Mukerji,Preity Zinta
2963,24137,Oliver Parker,Cate Blanchett,Minnie Driver,Rupert Everett
2964,190847,Ruairi Robinson,Liev Schreiber,Romola Garai,Elias Koteas
2965,11056,Jaume Balagueró,Anna Paquin,Lena Olin,Iain Glen
2966,62,Stanley Kubrick,Keir Dullea,Gary Lockwood,William Sylvester
2967,601,Steven Spielberg,Henry Thomas,Drew Barrymore,Robert MacNaughton
2968,13067,Jon Kasdan,Meg Ryan,Kristen Stewart,Adam Brody
2969,25379,Léa Pool,Marc Donato,Pascale Bussières,William Hurt
2970,88641,Floyd Mutrux,Dermot Mulroney,Ricky Schroder,Kelli Williams
2971,58051,Sajid Khan,Akshay Kumar,Ritesh Deshmukh,Deepika Padukone
2972,14877,Christopher Cain,Jon Voight,Tamara Hope,Trent Ford
2973,96399,Dean Wright,Eva Longoria,Andy García,Oscar Isaac
2974,304410,Eric Lartigau,Louane Emera,Karin Viard,François Damiens
2975,489,Gus Van Sant,Robin Williams,Matt Damon,Ben Affleck
2976,373314,Shintaro Shimosawa,Josh Duhamel,Alice Eve,Malin Åkerman
2977,214,Darren Lynn Bousman,Tobin Bell,Shawnee Smith,Angus Macfadyen
2978,10890,Ivan Reitman,Bill Murray,Harold Ramis,Warren Oates
2979,1588,Peyton Reed,Kirsten Dunst,Jesse Bradford,Eliza Dushku
2980,316727,James DeMonaco,Elizabeth Mitchell,Frank Grillo,Mykelti Williamson
2981,10314,Robert Iscove,Freddie Prinze Jr.,Rachael Leigh Cook,Matthew Lillard
2982,663,Darren Lynn Bousman,Tobin Bell,Scott Patterson,Costas Mandylor
2983,11804,Geoffrey Sax,Michael Keaton,Chandra West,Deborah Kara Unger
2984,16781,Tyler Perry,Tyler Perry,Blair Underwood,Lynn Whitfield
2985,11873,Martin Scorsese,Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio
2986,9289,Bernhard Wicki,Eddie Albert,Paul Anka,Arletty
2987,10414,Stephen Herek,Emilio Estevez,Joss Ackland,Lane Smith
2988,1970,Takashi Shimizu,Sarah Michelle Gellar,Jason Behr,Clea DuVall
2989,9614,Dennis Dugan,Adam Sandler,Ben Stiller,Christopher McDonald
2990,8922,Victor Salva,Gina Philips,Justin Long,Jonathan Breck
2991,1648,Stephen Herek,Keanu Reeves,Alex Winter,George Carlin
2992,17917,Carol Reed,Ron Moody,Shani Wallis,Oliver Reed
2993,74534,John Madden,Bill Nighy,Maggie Smith,Tom Wilkinson
2994,19405,Chuck Sheetz,Rickey D'Shon Collins,Jason Davis,Ashley Johnson
2995,9355,George Miller,Mel Gibson,Tina Turner,Bruce Spence
2996,10999,Mark L. Lester,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya
2997,321258,William Brent Bell,Lauren Cohan,Rupert Evans,James Russell
2998,44040,John Erick Dowdle,Chris Messina,Jacob Vargas,Bojana Novaković
2999,10426,Marcus Raboy,Ice Cube,Mike Epps,John Witherspoon
3000,280092,Leigh Whannell,Dermot Mulroney,Stefanie Scott,Lin Shaye
3001,13938,Michael Schultz,Taimak,Julius Carry,Vanity
3002,10163,Brett Leonard,Jeff Fahey,Pierce Brosnan,Jenny Wright
3003,12182,Peter Sollett,Michael Cera,Kat Dennings,Aaron Yoo
3004,1832,Kevin Smith,Ben Affleck,Matt Damon,Linda Fiorentino
3005,9034,Bob Dolman,Goldie Hawn,Susan Sarandon,Geoffrey Rush
3006,15301,Steven Spielberg,Albert Brooks,Vic Morrow,John Larroquette
3007,10135,Rowdy Herrington,Patrick Swayze,Kelly Lynch,Sam Elliott
3008,26352,Keenen Ivory Wayans,Keenen Ivory Wayans,Charles S. Dutton,Jada Pinkett Smith
3009,20616,John Polson,Jesse Bradford,Erika Christensen,Shiri Appleby
3010,9794,Greg Coolidge,Dane Cook,Jessica Simpson,Dax Shepard
3011,15037,Deborah Kaplan,Jennifer Love Hewitt,Ethan Embry,Charlie Korsmo
3012,227,Francis Ford Coppola,Matt Dillon,Ralph Macchio,C. Thomas Howell
3013,294272,David Lowery,Bryce Dallas Howard,Oakes Fegley,Wes Bentley
3014,11336,David Cronenberg,Christopher Walken,Brooke Adams,Tom Skerritt
3015,283445,Ciaran Foy,Shannyn Sossamon,James Ransone,Robert Daniel Sloan
3016,88036,Salim Akil,Whitney Houston,Cee Lo Green,Derek Luke
3017,10984,Jamie Blanks,Denise Richards,David Boreanaz,Marley Shelton
3018,22824,Olatunde Osunsanmi,Milla Jovovich,Will Patton,Hakeem Kae-Kazim
3019,9526,Robert Altman,Meryl Streep,Lindsay Lohan,Virginia Madsen
3020,39349,Leon Ichaso,Wesley Snipes,Michael Wright,Donald Faison
3021,15983,Joseph Zito,Chuck Norris,Richard Lynch,Melissa Prophet
3022,14544,Malcolm D. Lee,Nick Cannon,Shad Moss,Chi McBride
3023,11545,Wes Anderson,Jason Schwartzman,Olivia Williams,Bill Murray
3024,42684,Colin Strause,Eric Balfour,Scottie Thompson,David Zayas
3025,268238,John Madden,Dev Patel,Judi Dench,Richard Gere
3026,8359,Patricia Rozema,Abigail Breslin,Chris O'Donnell,Julia Ormond
3027,15648,Mark Rosman,Hilary Duff,Heather Locklear,Chris Noth
3028,41823,Spike Lee,Denzel Washington,Spike Lee,Wesley Snipes
3029,11891,Steve Oedekerk,Hui Lou Chen,Tad Horino,Steve Oedekerk
3030,9362,Ron Underwood,Kevin Bacon,Fred Ward,Finn Carter
3031,9902,Rob Schmidt,Desmond Harrington,Eliza Dushku,Emmanuelle Chriqui
3032,14729,Walter Hill,David Carradine,Keith Carradine,Robert Carradine
3033,9455,James Foley,Mark Wahlberg,Chow Yun-fat,Byron Mann
3034,103731,Jeff Nichols,Matthew McConaughey,Tye Sheridan,Jacob Lofland
3035,10090,Ben Garant,Lennie Loftin,Danny DeVito,Ben Garant
3036,164558,Morgan Spurlock,Harry Styles,Niall Horan,Zayn Malik
3037,19905,Neal Brennan,Jeremy Piven,Ving Rhames,James Brolin
3038,17710,Tuck Tucker,Spencer Klein,Francesca Smith,Jamil Walker Smith
3039,75900,Simon Curtis,Michelle Williams,Eddie Redmayne,Kenneth Branagh
3040,9515,Richard Shepard,Pierce Brosnan,Greg Kinnear,Hope Davis
3041,27322,Theodore Witcher,Larenz Tate,Nia Long,Isaiah Washington
3042,328425,Joel Edgerton,Jason Bateman,Rebecca Hall,Joel Edgerton
3043,14120,Jim Hanon,Louie Leonardo,Chad Allen,Jack Guzman
3044,10050,Tommy O'Haver,Kirsten Dunst,Ben Foster,Melissa Sagemiller
3045,1542,Mike Judge,Ron Livingston,Jennifer Aniston,David Herman
3046,10490,Michael Patrick Jann,Kirsten Dunst,Ellen Barkin,Denise Richards
3047,87093,Tim Burton,Amy Adams,Christoph Waltz,Krysten Ritter
3048,10029,Peter Berg,Jon Favreau,Leland Orser,Cameron Diaz
3049,9893,Joe Nussbaum,Alexa PenaVega,Mika Boorem,Jane Lynch
3050,11507,Brian De Palma,Craig Wasson,Melanie Griffith,Gregg Henry
3051,37931,Jorma Taccone,Will Forte,Kristen Wiig,Val Kilmer
3052,3472,Stephen Frears,Chiwetel Ejiofor,Audrey Tautou,Sergi López
3053,87818,Griffin Dunne,Anna Faris,Emma Stone,Halle Berry
3054,13160,Jeff Lowell,Eva Longoria,Jason Biggs,Lake Bell
3055,88005,Lorene Scafaria,Steve Carell,Keira Knightley,Connie Britton
3056,52067,Miguel Arteta,Anne Heche,Ed Helms,Sigourney Weaver
3057,73,Tony Kaye,Edward Norton,Edward Furlong,Beverly D'Angelo
3058,134597,Marcus Dunstan,Josh Stewart,Christopher McDonald,Emma Fitzpatrick
3059,24034,Timothy Bjorklund,Nathan Lane,Kelsey Grammer,Shaun Fleming
3060,14283,François Girard,Carlo Cecchi,Irene Grazioli,Anita Laurenzi
3061,404,David Lynch,Richard Farnsworth,Sissy Spacek,Jane Galloway Heitz
3062,13201,Scott Kalvert,Stephen Dorff,Fairuza Balk,Brad Renfro
3063,209403,Jason Bateman,Jason Bateman,Kathryn Hahn,Rohan Chand
3064,7942,David Schwimmer,Simon Pegg,Thandie Newton,Hank Azaria
3065,73247,Allan Arkush,Andy Kaufman,Bernadette Peters,Randy Quaid
3066,253331,Mike Binder,Kevin Costner,Jillian Estell,Jennifer Ehle
3067,34043,Eric Bross,Lance Bass,Joey Fatone,Emmanuelle Chriqui
3068,9952,Werner Herzog,Christian Bale,Steve Zahn,Marshall Bell
3069,256924,Dan Fogelman,Al Pacino,Annette Bening,Jennifer Garner
3070,82532,Jay Duplass,Jason Segel,Ed Helms,Susan Sarandon
3071,41110,Luca Guadagnino,Tilda Swinton,Flavio Parenti,Edoardo Gabbriellini
3072,134371,John Putch,Samantha Mathis,Jason Beghe,Esai Morales
3073,2088,Peter Medak,Gary Oldman,Lena Olin,Annabella Sciorra
3074,10388,Steven Soderbergh,Terence Stamp,Lesley Ann Warren,Luis Guzmán
3075,1640,Paul Haggis,Sandra Bullock,Don Cheadle,Matt Dillon
3076,25520,Terence Davies,Gillian Anderson,Dan Aykroyd,Eleanor Bron
3077,27342,Harley Cokeliss,Burt Reynolds,Cliff Robertson,Kenneth McMillan
3078,13689,Victor Salva,Scott Mechlowicz,Nick Nolte,Amy Smart
3079,67911,Tom Brady,Nick Swardson,Christina Ricci,Stephen Dorff
3080,24664,Spike Lee,Damon Wayans,Savion Glover,Tommy Davidson
3081,329440,Jason Zada,Natalie Dormer,Taylor Kinney,Yukiyoshi Ozawa
3082,47890,Franklin J. Schaffner,Lesley-Anne Down,Frank Langella,Maurice Ronet
3083,252512,Noah Baumbach,Ben Stiller,Naomi Watts,Adam Driver
3084,55720,Chris Weitz,Demián Bichir,José Julián,Chelsea Rendon
3085,9613,David Cronenberg,Ralph Fiennes,Miranda Richardson,Gabriel Byrne
3086,29076,Eric Blakeney,Sandra Bullock,Liam Neeson,Oliver Platt
3087,29339,Douglas McGrath,Charlie Hunnam,Nathan Lane,Jim Broadbent
3088,68812,Ariel Vromen,Michael Shannon,Winona Ryder,Ray Liotta
3089,32740,Rakesh Roshan,Hrithik Roshan,Naseeruddin Shah,Priyanka Chopra
3090,14195,John Waters,Melanie Griffith,Stephen Dorff,Alicia Witt
3091,73567,William Friedkin,Matthew McConaughey,Emile Hirsch,Thomas Haden Church
3092,41479,Derrick Borte,David Duchovny,Demi Moore,Amber Heard
3093,15394,Richard Kwietniowski,Philip Seymour Hoffman,Minnie Driver,John Hurt
3094,10071,Bob Odenkirk,Will Arnett,Will Forte,Kristen Wiig
3095,1989,Wong Kar-wai,Norah Jones,Jude Law,Natalie Portman
3096,91076,John Turturro,John Turturro,Christopher Walken,Susan Sarandon
3097,12779,Guy Ritchie,Madonna,Adriano Giannini,Bruce Greenwood
3098,13191,Joshua Seftel,John Cusack,Hilary Duff,Marisa Tomei
3099,11770,Stephen Chow,Stephen Chow,Ng Man-Tat,Patrick Tse Yin
3100,12703,Vincent Gallo,Vincent Gallo,Chloë Sevigny,Cheryl Tiegs
3101,64559,Claude Chabrol,Michel Serrault,Isabelle Huppert,François Cluzet
3102,222649,Jon Stewart,Gael García Bernal,Shohreh Aghdashloo,Jason Jones
3103,115872,Bigas Luna,Olivier Martinez,Aitana Sánchez-Gijón,Romane Bohringer
3104,101173,Ralph Fiennes,Gerard Butler,Ralph Fiennes,Lubna Azabal
3105,25350,Dan Harris,Sigourney Weaver,Ryan Donowho,Emile Hirsch
3106,10034,Mel Smith,Minnie Driver,Mary McCormack,Kevin McNally
3107,20178,Bobcat Goldthwait,Robin Williams,Alexie Gilmore,Daryl Sabara
3108,5072,Christopher Smith,Danny Dyer,Laura Harris,Toby Stephens
3109,18191,Stuart Gordon,William H. Macy,Joe Mantegna,Denise Richards
3110,31007,Jake Scott,Kristen Stewart,James Gandolfini,Melissa Leo
3111,11546,Alan Metter,George Gaynes,G. W. Bailey,Leslie Easterbrook
3112,41894,Jeb Stuart,Natalie Alyn Lind,Michael Rooker,Emily Alyn Lind
3113,184374,Rafa Lara,Christian Vazquez,Liz Gallardo,Angélica Aragón
3114,268171,Michael Radford,Shirley MacLaine,Christopher Plummer,Chris Noth
3115,78149,Alan Smithee,Jackie Chan,Sylvester Stallone,Whoopi Goldberg
3116,24663,Michael Meredith,Justin Timberlake,Jeff Bridges,Kate Mara
3117,39037,Julio DePietro,Alexis Bledel,Colin Egglesfield,Anna Chlumsky
3118,22805,Katherine Dieckmann,Uma Thurman,Minnie Driver,Anthony Edwards
3119,39055,William Dear,Corbin Bleu,Sandra Echeverría,Madison Pettis
3120,245846,Kim Farrant,Nicole Kidman,Joseph Fiennes,Hugo Weaving
3121,25186,Marcus Raboy,Ice Cube,Mike Epps,Young Jeezy
3122,15017,Scott Marshall Smith,Jessica Simpson,Luke Wilson,Rachael Leigh Cook
3123,12245,Álex de la Iglesia,Elijah Wood,John Hurt,Leonor Watling
3124,49787,Andrew Traucki,Adrienne Pickering,Zoe Naylor,Gyton Grantley
3125,16358,Michael Clancy,Hank Azaria,Jesse Bradford,Zooey Deschanel
3126,7006,Patrick Lussier,Nathan Fillion,Katee Sackhoff,Craig Fairbrass
3127,66767,Robert Adetuyi,Tyrone Brown,Mishael Morgan,Nikki Grant
3128,17622,Kari Skogland,Ben Kingsley,Jim Sturgess,Kevin Zegers
3129,283671,Taedong Park,Drake Bell,Rob Schneider,Brianne Siddall
3130,18516,Paul Schrader,Jeff Goldblum,Willem Dafoe,Derek Jacobi
3131,217708,Benedikt Erlingsson,Ingvar Eggert Sigurðsson,Charlotte Bøving,Steinn Ármann Magnússon
3132,42057,Gurinder Chadha,Shabana Azmi,Goldy Notay,Sendhil Ramamurthy
3133,17577,Jason Connery,Cuba Gooding Jr.,Ray Winstone,Ron Perlman
3134,14608,Vic Sarin,Kristin Kreuk,Jimi Mistry,Neve Campbell
3135,34417,Jim Issa,Luke Perry,LeAnn Rimes,Jimmi Simpson
3136,15067,Kim Jee-woon,Song Kang-ho,Lee Byung-hun,Jung Woo-sung
3137,78383,Douglas Aarniokoski,Paz de la Huerta,Katrina Bowden,Kathleen Turner
3138,43090,William Phillips,Sienna Guillory,Tyler Mane,Callum Keith Rennie
3139,16614,Greg Mottola,Jesse Eisenberg,Kristen Stewart,Martin Starr
3140,9700,Andy García,Andy García,Richard Bradford,Nestor Carbonell
3141,10471,Steve Carr,Ice Cube,Mike Epps,Justin Pierce
3142,250066,Sarik Andreasyan,Hayden Christensen,Adrien Brody,Jordana Brewster
3143,667,Lewis Gilbert,Sean Connery,Akiko Wakabayashi,Karin Dor
3144,208869,Julian Gilbey,Ed Speleers,Will Poulter,Alfie Allen
3145,86837,Michael Haneke,Emmanuelle Riva,Jean-Louis Trintignant,Isabelle Huppert
3146,10306,Gary Sherman,Tom Skerritt,Nancy Allen,Heather O'Rourke
3147,106845,Valeri Milev,Roger Cross,Scott Adkins,Daniella Alonso
3148,11576,Stanley Kramer,Spencer Tracy,Milton Berle,Sid Caesar
3149,219,Pedro Almodóvar,Penélope Cruz,Carmen Maura,Lola Dueñas
3150,11827,Gerald Potterton,Rodger Bumpass,Jackie Burroughs,Joe Flaherty
3151,22820,Jared Hess,Michael Angarano,Sam Rockwell,Clive Revill
3152,31174,Richard Loncraine,Ian McKellen,Annette Bening,Jim Broadbent
3153,244316,David Hackl,James Marsden,Thomas Jane,Piper Perabo
3154,37737,Anurag Basu,Hrithik Roshan,Bárbara Mori,Kabir Bedi
3155,62215,Lars von Trier,Kirsten Dunst,Charlotte Gainsbourg,Kiefer Sutherland
3156,66125,Kriv Stenders,Josh Lucas,Rachael Taylor,Rohan Nichol
3157,132316,Yash Chopra,Shah Rukh Khan,Katrina Kaif,Anushka Sharma
3158,348,Ridley Scott,Tom Skerritt,Sigourney Weaver,Veronica Cartwright
3159,30497,Tobe Hooper,Marilyn Burns,Allen Danziger,Paul A. Partain
3160,27586,Floria Sigismondi,Dakota Fanning,Kristen Stewart,Michael Shannon
3161,14811,Norman Jewison,Chaim Topol,Norma Crane,Leonard Frey
3162,660,Terence Young,Sean Connery,Claudine Auger,Adolfo Celi
3163,68684,Joseph Kahn,Shanley Caswell,Josh Hutcherson,Spencer Locke
3164,40794,Ferzan Ozpetek,Nicole Grimaudo,Riccardo Scamarcio,Alessandro Preziosi
3165,9400,F. Gary Gray,Jada Pinkett Smith,Queen Latifah,Vivica A. Fox
3166,16162,Malcolm D. Lee,Nia Long,Morris Chestnut,Harold Perrineau
3167,10585,Tom Holland,Catherine Hicks,Chris Sarandon,Alex Vincent
3168,2359,Michael Moore,Michael Moore,George W. Bush,Bill Clinton
3169,238636,James DeMonaco,Frank Grillo,Carmen Ejogo,Zach Gilford
3170,10472,Kris Isacsson,Freddie Prinze Jr.,Julia Stiles,Selma Blair
3171,11282,Danny Leiner,John Cho,Kal Penn,Paula Garcés
3172,6521,Rod Lurie,Gary Oldman,Joan Allen,Jeff Bridges
3173,14181,Ben Younger,Giovanni Ribisi,Vin Diesel,Nia Long
3174,1621,John Landis,Eddie Murphy,Dan Aykroyd,Jamie Lee Curtis
3175,9656,Glen Morgan,Katie Cassidy,Michelle Trachtenberg,Kristen Cloke
3176,16428,Daniel Taplitz,Jamie Foxx,Morris Chestnut,Jennifer Esposito
3177,10705,Kenneth Branagh,Kenneth Branagh,Derek Jacobi,Brian Blessed
3178,8272,Tamara Jenkins,Laura Linney,Philip Seymour Hoffman,Philip Bosco
3179,24621,Linda Mendoza,Roselyn Sánchez,Sofía Vergara,Jaci Velasquez
3180,1619,Christopher McQuarrie,Benicio del Toro,Ryan Phillippe,Juliette Lewis
3181,9685,Burr Steers,Kieran Culkin,Claire Danes,Jeff Goldblum
3182,14425,Hart Bochner,Jeremy Piven,Chris Young,David Spade
3183,14624,Michael O. Sajbel,James Garner,Drew Fuller,Abigail Breslin
3184,10179,Stewart Raffill,Robert Urich,Mary Crosby,Michael D. Roberts
3185,15568,Davis Guggenheim,Jesse Lee Soffer,Christopher Shand,Carly Schroeder
3186,14057,Bart Freundlich,David Duchovny,Julianne Moore,Billy Crudup
3187,12621,Andrew Fleming,Steve Coogan,Catherine Keener,Joseph Julian Soria
3188,1808,Todd Haynes,Ewan McGregor,Christian Bale,Jonathan Rhys Meyers
3189,293670,Na Hong-jin,Kwak Do-won,Hwang Jung-min,Chun Woo-hee
3190,67675,Kevin Tancharoen,Dianna Agron,Lea Michele,Gwyneth Paltrow
3191,27329,Chatrichalerm Yukol,M.L. Piyapas Bhirombhakdi,Sarunyu Wongkrachang,Chatchai Plengpanich
3192,29514,George A. Romero,Adrienne Barbeau,Harvey Keitel,Ramy Zada
3193,250349,Eric Lavaine,Lambert Wilson,Franck Dubosc,Florence Foresti
3194,12454,Mike Leigh,James Corden,Timothy Spall,Ruth Sheen
3195,39806,Marc Forby,Q'orianka Kilcher,Barry Pepper,Will Patton
3196,15699,Peter Cattaneo,Sapphire Boyce,Christian Byers,Vince Colosimo
3197,8883,Ole Christian Madsen,Thure Lindhardt,Mads Mikkelsen,Stine Stengade
3198,17926,Meiert Avis,Kip Pardue,Carrie Fisher,Shannyn Sossamon
3199,291081,Julian Jarrold,Andrew Garfield,David Morrissey,John Henshaw
3200,41248,André Téchiné,Michel Blanc,Catherine Deneuve,Émilie Dequenne
3201,25968,Emily Young,Sarah Michelle Gellar,David Thewlis,Jonathan Tucker
3202,9671,Peter Faiman,Paul Hogan,Linda Kozlowski,Mark Blum
3203,52010,Martyn Pick,Terence Stamp,John Hurt,Sean Pertwee
3204,11588,Roland Suso Richter,Ryan Phillippe,Sarah Polley,Piper Perabo
3205,43418,Jeremy Sims,Brendan Cowell,Harrison Gilbertson,Steve Le Marquand
3206,71157,Maïwenn,Karin Viard,JoeyStarr,Marina Foïs
3207,13483,Joby Harold,Hayden Christensen,Jessica Alba,Terrence Howard
3208,333355,Genndy Tartakovsky,Tom Kane,Corey Burton,Mat Lucas
3209,327833,Ekachai Uekrongtham,Dolph Lundgren,Tony Jaa,Ron Perlman
3210,1547,Joel Schumacher,Jason Patric,Corey Haim,Corey Feldman
3211,25196,Scott Cooper,Jeff Bridges,Maggie Gyllenhaal,Colin Farrell
3212,16323,Mark Rydell,Bette Midler,Alan Bates,Frederic Forrest
3213,175528,David E. Talbert,Paula Patton,Adam Brody,Djimon Hounsou
3214,8069,Roger Vadim,Jane Fonda,John Phillip Law,Anita Pallenberg
3215,71805,Nils Gaup,Stian Smestad,Gabriel Byrne,Louisa Milwood-Haigh
3216,9451,Alexander Payne,Matthew Broderick,Reese Witherspoon,Chris Klein
3217,16727,Mira Nair,Kal Penn,Tabu,Irrfan Khan
3218,272693,Ari Sandel,Mae Whitman,Robbie Amell,Bella Thorne
3219,10696,Vondie Curtis-Hall,Mariah Carey,Max Beesley,Terrence Howard
3220,150202,Tom Elkins,Chad Michael Murray,Katee Sackhoff,Abigail Spencer
3221,19644,Kang Woo-Suk,Sol Kyung-gu,Heo Jun-ho,Ahn Sung-Ki
3222,29963,Jane Campion,Abbie Cornish,Ben Whishaw,Paul Schneider
3223,26022,Karan Johar,Shah Rukh Khan,Kajol,Jimmy Shergill
3224,152747,J.C. Chandor,Robert Redford,,
3225,62676,John Sayles,Mary Elizabeth Mastrantonio,David Strathairn,Vanessa Martinez
3226,20360,Vipul Amrutlal Shah,Akshay Kumar,Katrina Kaif,Rishi Kapoor
3227,1116,Ken Loach,Cillian Murphy,Pádraic Delaney,Liam Cunningham
3228,185008,Ayan Mukherjee,Ranbir Kapoor,Deepika Padukone,Kalki Koechlin
3229,11620,Mervyn LeRoy,Robert Taylor,Deborah Kerr,Leo Genn
3230,14353,Darren Lynn Bousman,Alexa PenaVega,Paul Sorvino,Anthony Stewart Head
3231,11818,Serdar Akar,Muhammed Necati Şaşmaz,Billy Zane,Ghassan Massoud
3232,680,Quentin Tarantino,John Travolta,Samuel L. Jackson,Uma Thurman
3233,11176,James Frawley,Jim Henson,Frank Oz,Jerry Nelson
3234,242582,Dan Gilroy,Jake Gyllenhaal,Rene Russo,Riz Ahmed
3235,11217,Jay Chandrasekhar,Kevin Heffernan,Jay Chandrasekhar,Paul Soter
3236,15121,Robert Wise,Julie Andrews,Christopher Plummer,Eleanor Parker
3237,2619,Ron Howard,Tom Hanks,Daryl Hannah,Eugene Levy
3238,773,Jonathan Dayton,Greg Kinnear,Toni Collette,Steve Carell
3239,235,Rob Reiner,Wil Wheaton,River Phoenix,Corey Feldman
3240,170,Danny Boyle,Cillian Murphy,Naomie Harris,Noah Huntley
3241,14114,Chris Stokes,Marques Houston,Omarion,J-Boog
3242,10734,Don Siegel,Clint Eastwood,Patrick McGoohan,Roberts Blossom
3243,37964,Rick Famuyiwa,Sanaa Lathan,Taye Diggs,Yasiin Bey
3244,28121,Martin Lawrence,Lynn Whitfield,Martin Lawrence,Regina King
3245,40807,Jonathan Levine,Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick
3246,10885,Masayuki Ochiai,Joshua Jackson,Rachael Taylor,Megumi Okina
3247,225565,Tom Gormican,Zac Efron,Miles Teller,Michael B. Jordan
3248,16471,Ken Shapiro,Chevy Chase,Patti D'Arbanville,Dabney Coleman
3249,385736,Justin Tipping,Mahershala Ali,Kofi Siriboe,Christopher Meyer
3250,11971,Kenneth Branagh,Kenneth Branagh,Richard Briers,Michael Keaton
3251,668,Peter R. Hunt,George Lazenby,Diana Rigg,Telly Savalas
3252,11596,Wes Craven,Heather Langenkamp,Robert Englund,Miko Hughes
3253,14429,John Schultz,Melissa Joan Hart,Stephen Collins,Adrian Grenier
3254,13751,Doug Atchison,Keke Palmer,Laurence Fishburne,Angela Bassett
3255,9490,Tamra Davis,Dave Chappelle,Tommy Chong,Harland Williams
3256,14536,Jonas Elmer,Renée Zellweger,Harry Connick Jr.,J.K. Simmons
3257,1359,Mary Harron,Christian Bale,Willem Dafoe,Jared Leto
3258,9962,Miguel Arteta,Jennifer Aniston,Jake Gyllenhaal,Zooey Deschanel
3259,15049,Erik Canuel,Patrick Huard,Colm Feore,Michel Beaudry
3260,22821,Troy Duffy,Sean Patrick Flanery,Norman Reedus,Billy Connolly
3261,42819,James Ivory,Nicholas Blandullo,Sofia Viruboff,Omar Metwally
3262,209263,Nicole Holofcener,Julia Louis-Dreyfus,Catherine Keener,James Gandolfini
3263,37735,Will Gluck,Emma Stone,Stanley Tucci,Amanda Bynes
3264,59930,Matty Rich,Larenz Tate,Joe Morton,Suzzanne Douglas
3265,10873,E. Elias Merhige,John Malkovich,Willem Dafoe,Udo Kier
3266,51588,Joe Nussbaum,Aimee Teegarden,Thomas McDonell,Nicholas Braun
3267,23570,Matt Reeves,David Schwimmer,Gwyneth Paltrow,Michael Rapaport
3268,19489,Steve Rash,Jamie Foxx,Nia Long,Barry Corbin
